SampleID,SampleType,Study,A.clavatus,A.fumigatus,A.glaucus,A.heteromorphus,A.mulundensis,A.niger,A.novofumigatus,A.steynii,A.nidulans,A.terreus,A.pseudoglaucus,A.aculeatinus,A.awamori,A.welwitschiae,Aureobasidium.pullulans,Cercospora.beticola,Zasmidium.cellare,Acidomyces.richmondensis,Coniosporium.apollinis,Dothidotthia.symphoricarpi,Parastagonospora.nodorum,Pyrenophora.teres,Pyrenophora.tritici.repentis,Exophiala.xenobiotica,Penicillium.arizonense,Penicillium.digitatum,Byssochlamys.spectabilis,Talaromyces.pinophilus,Hyaloscypha.bicolor,Botrytis.cinerea,Candida.parapsilosis,Clavispora.lusitaniae,Kluyveromyces.marxianus,Trichoderma.asperellum,Trichoderma.atroviride,Phaeoacremonium.minimum,Taphrina.deformans,Agaricus.bisporus,Hebeloma.cylindrosporum,Tricholomella.constricta,Armillaria.ostoyae,Pleurotus.ostreatus,Schizophyllum.commune,Paxillus.involutus,Serpula.lacrymans,Gloeophyllum.trabeum,Neolentinus.lepideus,Postia.placenta,Grifola.frondosa,Phlebia.radiata,Fibroporia.radiculosa,Polyporus.grammocephalus,Trametes.hirsuta,Trametes.versicolor,Heterobasidion.irregulare,Stereum.hirsutum,Tilletiopsis.washingtonensis,Acaromyces.ingoldii,Pseudomicrostroma.glucosiphilum,Malassezia.globosa,Malassezia.restricta,Malassezia.sympodialis,Puccinia.triticina,Wallemia.mellicola,Rhizophagus.irregularis,Aureobasidium.namibiae,Candida.dubliniensis,Candida.orthopsilosis,Millerozyma.farinosa,Spathaspora.passalidarum,Cyberlindnera.jadinii,Dichomitus.squalens,Meira.miltonrushii,Coprinopsis.cinerea,Ganoderma.boninense,Kockovaella.imperatae,Lasiodiplodia.theobromae,Wolfiporia.cocos,Corynespora.cassiicola,Bipolaris.maydis,Bipolaris.oryzae,Bipolaris.sorokiniana,Penicillium.oxalicum,Pestalotiopsis.fici,Trichosporon.asahii,Pseudozyma.hubeiensis
HMSP1655,Indoor air,Singapore,0,0.7197585,1.1144648,0,0,0,0,1.8806594,0.9751567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7596935,0,0,0,0.0696541,0,0,1.369863,0,0,0,0,1.8342234,0,1.6252612,0,0,3.2969584,3.9006269,0,0,0,0,2.1360576,0,0,0,0,0,15.8114697,35.152078,5.7348502,0,1.5788252,0,0,0,0,0,0,0,14.2326445,0,0.8590666,2.0896215,0.8590666,0,0,0,0,0,0,0,0,0,0
HMSP1656,Outdoor air,Singapore,0,3.9040452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0696143,0,0,0,0,4.3273754,0,2.7751646,0,0,8.3254939,9.7836312,0,0,0,0,4.233302,0,0,0,0,0,1.2229539,1.7403575,0,0,0.7996237,0,0,0,0.0470367,0,0,0,36.2652869,0,3.3866416,10.4891816,0,1.2699906,9.360301,0,0,0,0,0,0,0,0
HMSP1657,Surfaces,Singapore,3.2967033,1.6483516,1.0989011,6.5934066,0,0.9157509,0,9.1575092,3.8461538,0,0,0.5494505,0.1831502,0.3663004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0989011,0,0,0,0,0.9157509,0.7326007,0,0,0,0,0.1831502,0,0,0,0,0.5494505,8.0586081,15.018315,3.1135531,0,0,0,0,0,0.3663004,0,0,0,1.8315018,0,0.1831502,0.3663004,0,10.4395604,0.5494505,13.003663,3.2967033,2.014652,1.4652015,2.7472527,5.8608059,0.3663004,0.1831502
HMSP1669,Indoor air,Singapore,0,0.1862401,0.2738826,0,0,0,0,0.219106,0.1205083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438212,0,0,0,0.0328659,0,0,2.1253287,0,0,0,0,29.6779141,0,2.0486415,0,0,3.9658195,4.7874671,0,0,0,0,2.8155127,0,0,0,0,0,0.3177038,0.6025416,0.0766871,0,22.283085,0,0,0,0,0,0,0,24.6275197,0,2.8374233,2.5306748,0.4272568,0,0,0,0,0,0,0,0,0,0
HMSP1670,Outdoor air,Singapore,0,0.0890208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1068249,0,0,0,0,25.1829871,0,2.1167161,0,0,3.3630069,4.0454995,0,0,0,0,2.6211672,0,0,0,0,0,0.1186944,0.2176063,0,0,30.3461919,0,0,0,0.049456,0,0,0,21.8694362,0,3.066271,2.2749753,0,0.1186944,2.413452,0,0,0,0,0,0,0,0
HMSP1671,Surfaces,Singapore,0.3910615,1.0055866,1.0614525,0.9497207,0,4.6927374,0,1.6759777,0.5586592,0,0.3910615,0.9497207,0.7821229,1.0055866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4469274,0,0,0,0,0,0,0,0,0,0,0,7.4301676,0,0,0,0,1.2290503,1.5083799,0,0,0,0,1.3407821,0,0,0,0.3351955,0.7821229,5.027933,9.4972067,1.0055866,0,0,0,0,0,0.6703911,0,0,0,7.4301676,0,1.7877095,1.1731844,0,4.972067,1.1173184,6.0335196,9.1061453,6.9273743,6.8715084,4.1899441,6.6480447,0.4469274,0.5586592
HMSP1679,Indoor air,Singapore,0,0.0942184,0.2055675,0,0,0,0,0.1798715,0.0856531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171306,0,0,0,0.1027837,0,0,1.9614561,0,0,0,0,63.0920771,0,1.7730193,0,0,3.0492505,4.1713062,0,0,0,0,1.9700214,0,0,0,0,0,0.0685225,0.385439,0.0342612,0,0.1541756,0,0,0,0,0,0,0,18.5267666,0,2.2012848,1.490364,0.4368308,0,0,0,0,0,0,0,0,0,0
HMSP1680,Outdoor air,Singapore,0,0.1364629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8377001,0,0,0,0,61.6084425,0,1.8649927,0,0,3.1113537,4.6124454,0,0,0,0,2.0742358,0,0,0,0,0,0.0181951,0.2911208,0,0,0.1273654,0,0,0,0.0181951,0,0,0,18.1404658,0,2.0924309,1.6375546,0,0.4821689,1.9468705,0,0,0,0,0,0,0,0
HMSP1681,Surfaces,Singapore,0.4382441,0.1606895,1.2709079,0.211818,0,0.1387773,0,0.6500621,0.2921627,0,0.2702505,0.0365203,0.109561,0.0219122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073,0,0,0,0,0,0,0,0,0,0,0,1.6799357,0,0,0,0,0.5039807,0.5843255,0,0,0,0,0.2848587,0,0,0,71.4337886,8.2024688,1.5484625,2.1766124,1.0225696,0,0,0,0,0,0.0073,0,0,0,3.4621284,0,0.2264261,0.533197,0,1.7894967,0.3359871,0.109561,0.1168651,0.0584325,0.0438244,0.2191221,0.2702505,0.2264261,1.5557666
HMSP1683,Surfaces,Singapore,0.1877347,0.2252816,0.4380476,0.175219,0,0.2503129,0,0.5381727,0.1627034,0,0.0250313,0.2252816,0.1126408,0.0750939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375469,0,0,0,0,0,0,0,0,0,0,0,53.8673342,0,0,0,0,2.3404255,3.1539424,0,0,0,0,1.9774718,0,0,0,0.2252816,0.5256571,1.1889862,4.155194,0.4505632,0,0,0,0,0,0.0250313,0,0,0,13.5419274,0,3.9048811,2.1526909,0,4.3554443,1.4142678,1.5394243,0.212766,0.1251564,0.2002503,0.5381727,1.2891114,0.2753442,0.0876095
HMSP1768,Indoor air,Singapore,0,0.0426758,0.0746826,0,0,0,0,0.1173584,0.1173584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320068,0,0,0,0.0426758,0,0,2.3044916,0,0,0,0,47.6368292,0,2.8806145,0,0,4.662328,6.4440414,0,0,0,0,3.5740958,0,0,0,0,0,0.2667236,0.8748533,0.1173584,0,0.1066894,0,0,0,0,0,0,0,25.0720154,0,2.2511469,2.7205804,0.6614744,0,0,0,0,0,0,0,0,0,0
HMSP1769,Outdoor air,Singapore,0,0.0545494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0292385,0,0,0,0,42.166703,0,2.3019856,0,0,4.71307,6.2186341,0,0,0,0,3.4802531,0,0,0,0,0,0.4036657,1.418285,0,0,0.1200087,0,0,0,0.0218198,0,0,0,28.4420685,0,2.0510583,3.2184159,0,0.098189,3.2620554,0,0,0,0,0,0,0,0
HMSP1770,Surfaces,Singapore,0.1417937,0.0708968,0.8862106,0.5671748,0,0.7444169,0,0.5671748,0.3190358,0,0.0708968,7.4441687,0.248139,0.248139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67352,0,0,0,0,0,0,0,0,0,0,0,3.7929812,0,0,0,0,0.248139,0.7444169,0,0,0,0,0.2126905,0,0,0,0.1417937,0.2126905,10.0319036,47.6072315,1.7724211,0,0,0,0,0,0.3544842,0,0,0,2.764977,0,1.1697979,0.4253811,0,11.0599078,0.2835874,0.7089685,0.8862106,0.67352,0.6380716,0.4962779,2.9067706,0.4253811,0.4608295
HMSP1793,Indoor air,Singapore,0,0.3365115,0.2103197,0,0,0,0,0.1402131,0.2383623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140213,0,0,0,0.1261918,0,0,2.467751,0,0,0,0,27.0611329,0,3.0706674,0,0,5.5945036,7.6696579,0,0,0,0,5.0897364,0,0,0,0,0,0.1822771,1.2478968,0.1682557,0,0.1402131,0,0,0,0,0,0,0,36.0347729,0,3.2108805,3.9399888,3.0566461,0,0,0,0,0,0,0,0,0,0
HMSP1794,Outdoor air,Singapore,0,0.4263452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3228462,0,0,0,0,27.1390767,0,2.9550132,0,0,5.0867392,7.6595119,0,0,0,0,5.1308439,0,0,0,0,0,0.1029109,0.1764187,0,0,0.2058218,0,0,0,0,0,0,0,37.0920318,0,3.1020288,4.2046457,0,0.1911203,4.2046457,0,0,0,0,0,0,0,0
HMSP1795,Surfaces,Singapore,0.2,0.84,0.72,0.48,0,1.24,0,0.76,0.56,0,0.16,0.56,0.24,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1.4,1.84,0,0,0,0,1.16,0,0,0,0.92,1.44,3.64,25.84,2.8,0,0,0,0,0,0.08,0,0,0,11.36,0,7.84,1.44,0,4.44,0.6,5.28,1.4,1.68,1.56,2.28,3.64,0.52,0.28
HMSP1803,Indoor air,Singapore,0,0.0869112,0.5736138,0,0,0,0,0.2433513,0.1912046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347645,0,0,0,0.1390579,0,0,3.4938293,0,0,0,0,15.3311316,0,4.5367634,0,0,6.1706936,9.4211716,0,0,0,0,5.3537285,0,0,0,0,0,3.841474,4.7801147,0.6431427,0,0.2259691,0,0,0,0,0,0,0,36.3114897,0,3.615505,4.5715279,0.4345559,0,0,0,0,0,0,0,0,0,0
HMSP1804,Outdoor air,Singapore,0,0.0854457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4320706,0,0,0,0,15.5368841,0,3.987468,0,0,6.2660211,8.3309598,0,0,0,0,5.9954429,0,0,0,0,0,0.2705782,0.3845058,0,0,0.2705782,0,0,0,0,0,0,0,40.8145827,0,4.5001424,5.4685275,0,0.2136144,4.4431786,0,0,0,0,0,0,0,0
HMSP1805,Surfaces,Singapore,0.0514801,0.2059202,0.8494208,0.2574003,0,0.4633205,0,0.5662806,0.1801802,0,0.1801802,0.1029601,0.02574,0.0514801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2574003,0,0,0,0,0,0,0,0,0,0,0,35.4697555,0,0,0,0,2.7541828,3.963964,0,0,0,0,2.4710425,0,0,0,0.2316602,0.6435006,5.019305,13.2046332,0.6435006,0,0,0,0,0,0.1544402,0,0,0,14.6975547,0,7.2072072,2.5997426,0,1.3384813,2.5482625,0.8236808,0.2059202,0.2316602,0.3346203,0.3346203,1.4671815,0.2316602,0.2316602
HMSP1831,Indoor air,Singapore,0,0.4216524,0.2735043,0,0,0,0,0.3190883,0.1253561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022792,0,0,0,0.0683761,0,0,3.9202279,0,0,0,0,52.2165242,0,3.1908832,0,0,4.5128205,5.9145299,0,0,0,0,2.951567,0,0,0,0,0,0.0911681,0.7407407,0.1025641,0,1.9145299,0,0,0,0,0,0,0,16.3076923,0,3.7834758,2.7008547,0.4216524,0,0,0,0,0,0,0,0,0,0
HMSP1832,Outdoor air,Singapore,0,0.5700764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7649779,0,0,0,0,50.7798214,0,2.7213079,0,0,3.8614607,5.2920297,0,0,0,0,2.8181134,0,0,0,0,0,0.0968054,0.1183177,0,0,4.1196085,0,0,0,0.0322685,0,0,0,15.2952565,0,4.4422932,2.4308917,0,0.1505862,2.5061848,0,0,0,0,0,0,0,0
HMSP1833,Surfaces,Singapore,0.089537,0.063955,0.3965208,0.1918649,0,0.115119,0,0.2814019,0.115119,0,0.102328,0.025582,0.038373,0.063955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038373,0,0,0,0,0,0,0,0,0,0,0,52.9675109,0,0,0,0,4.0419545,4.7454592,0,0,0,0,3.4024047,0,0,0,0.1407009,0.5883858,0.1534919,0.5244308,0.063955,0,0,0,0,0,0.063955,0,0,0,21.4504988,0,2.6989,2.762855,0,0.1918649,2.2000512,0.5116398,0.102328,0.115119,0.076746,0.12791,1.2535175,0.2430289,0.051164
HMSP1836,Indoor air,Singapore,0,0.0945307,0.7967589,0,0,0,0,0.3916273,0.4996624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3646185,0,0,0,0.1080351,0,0,3.2950709,0,0,0,0,53.5584065,0,3.1870358,0,0,5.0236327,6.4415935,0,0,0,0,3.0654963,0,0,0,0,0,1.0398379,2.7683997,0.1890614,0,0.3916273,0,0,0,0,0,0,0,13.7339635,0,2.5928427,1.9581364,0.4996624,0,0,0,0,0,0,0,0,0,0
HMSP1837,Outdoor air,Singapore,0,0.1963865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1290914,0,0,0,0,57.6590731,0,2.8672427,0,0,4.0324692,5.7737628,0,0,0,0,3.1290914,0,0,0,0,0,0.0523697,0.1047395,0,0,0.4713276,0,0,0,0,0,0,0,14.6635245,0,2.9457973,1.8853103,0,0.1440168,2.9457973,0,0,0,0,0,0,0,0
HMSP1838,Surfaces,Singapore,1.1363636,0.7575758,0.5050505,0.8838384,0,0.2525253,0,3.0723906,1.1784512,0,0.0841751,0.1683502,0.4208754,0.1683502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6717172,0,0,0,0,0,0,0,0,0,0,0,0.2104377,0,0,0,0,0.1683502,0.1262626,0,0,0,0,0.2104377,0,0,0,56.3552189,4.1666667,0.2104377,0.3787879,0.0841751,0,0,0,0,0,7.0286195,0,0,0,0.7154882,0,0.6734007,0.2104377,0,3.8299663,0.2946128,4.0824916,0.8417508,0.3787879,0.5892256,2.3989899,3.1144781,0.2946128,0.3367003
HMSP1869,Indoor air,Singapore,0,0.1014327,0.0507164,0,0,0,0,0.3169773,0.1014327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126791,0,0,0,0.1901864,0,0,1.9525802,0,0,0,0,56.6628629,0,2.3583111,0,0,4.2855332,5.5661215,0,0,0,0,3.7783695,0,0,0,0,0,0.1141118,0.4310891,0.1775073,0,0.1521491,0,0,0,0,0,0,0,18.5368328,0,2.0032966,2.3456321,0.8621783,0,0,0,0,0,0,0,0,0,0
HMSP1870,Outdoor air,Singapore,0,0.1546449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6237711,0,0,0,0,58.3121617,0,2.3969955,0,0,4.0428587,5.0701425,0,0,0,0,2.8940683,0,0,0,0,0,0.0773224,0.1435988,0,0,0.2209212,0,0,0,0,0,0,0,17.5963769,0,1.5464487,2.5405943,0,0.1988291,3.1812659,0,0,0,0,0,0,0,0
HMSP1874,Indoor air,Singapore,0,0.1743328,0.0670511,0,0,0,0,0.1743328,0.1072817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1341022,0,0,0,0.2413839,0,0,1.7969693,0,0,0,0,49.6714496,0,2.883197,0,0,4.6265254,6.503956,0,0,0,0,4.3717313,0,0,0,0,0,0.4157168,0.4827679,0.2682044,0,0.1341022,0,0,0,0,0,0,0,21.4563497,0,2.0919941,3.1782218,1.2203299,0,0,0,0,0,0,0,0,0,0
HMSP1875,Outdoor air,Singapore,0,0.1023541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7144319,0,0,0,0,50.4094166,0,2.5716479,0,0,4.3756397,5.6934493,0,0,0,0,3.4800409,0,0,0,0,0,2.290174,4.388434,0,0,0.2302968,0,0,0,0.0895599,0,0,0,17.1443193,0,1.9959058,2.1622313,0,0.2047083,3.14739,0,0,0,0,0,0,0,0
HMSP1876,Surfaces,Singapore,0.1379905,0.1034929,0.1466149,0.232859,0,0.0689953,0,0.4225959,0.1552393,0,0.043122,0.00862,0,0.0258732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2156102,0,0,0,0,0,0,0,0,0,0,0,0.1638637,0,0,0,0,0.1121173,0.0603708,0,0,0,0,0.0689953,0,0,0,90.211298,2.0267357,0.6554549,1.4057784,0.4570936,0,0,0,0,0,0.00862,0,0,0,0.3880983,0,0.1552393,0.0603708,0,0.7503234,0.1379905,0.6209573,0.0603708,0.1466149,0.1034929,0.232859,0.3622251,0.0603708,0.189737
HMSP1879,Indoor air,Singapore,0,0.2854764,1.0824313,0,0,0,0,1.0229571,0.6542167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1189485,0,0,0,0.2260021,0,0,0.9040086,0,0,0,0,72.72511,0,0.7850601,0,0,1.6652789,2.2362317,0,0,0,0,1.5225407,0,0,0,0,0,1.8080171,2.688236,0.3330558,0,0.2616867,0,0,0,0,0,0,0,8.4096586,0,1.0586416,1.4392768,0.7731652,0,0,0,0,0,0,0,0,0,0
HMSP1880,Outdoor air,Singapore,0,0.1307531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8237448,0,0,0,0,81.3938285,0,0.7452929,0,0,1.5167364,2.3143305,0,0,0,0,1.6082636,0,0,0,0,0,0.3791841,0.4314854,0,0,0.2222803,0,0,0,0.0392259,0,0,0,6.5507322,0,0.9414226,0.9937238,0,0.6014644,1.3075314,0,0,0,0,0,0,0,0
HMSP1881,Surfaces,Singapore,0.7434197,0.4219409,2.7928471,1.084991,0,0.66305,0,1.4064698,0.9845288,0,0.6429576,0.140647,0.281294,0.140647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6429576,0,0,0,0,0,0,0,0,0,0,0,37.4522805,0,0,0,0,3.2549729,4.822182,0,0,0,0,3.074141,0,0,0,0.6228652,0.4822182,2.9937713,4.4806108,0.3415712,0,0,0,0,0,0.4621258,0,0,0,20.5344585,0,1.8083183,2.5115531,0,0.4018485,3.8376532,0.8237894,0.2009243,0.1205546,0.1205546,0.5224031,0.7434197,0.3616637,0.0803697
HMSP1883,Surfaces,Singapore,0.8554913,0.3468208,3.2138728,0.716763,0,0.2312139,0,1.3641618,0.6011561,0,0.5549133,0.3930636,0.0462428,0.1849711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3179191,0,0,0,0,0,0,0,0,0,0,0,44.3468208,0,0,0,0,0.6011561,0.6473988,0,0,0,0,0.8323699,0,0,0,0.300578,0.2543353,12.7630058,17.6647399,0.9710983,0,0,0,0,0,0.5549133,0,0,0,4.0462428,0,0.6705202,0.716763,0,0.2080925,0.716763,0.8092486,0.3699422,0.3699422,0.4855491,1.1560694,1.3179191,0.1156069,0.2543353
HMSP1885,Indoor air,Singapore,0,0.2083844,0.784506,0,0,0,0,0.7599902,0.3432214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1451336,0,0,0,0.257416,0,0,0.7109586,0,0,0,0,74.7732287,0,0.8825693,0,0,1.311596,2.1941652,0,0,0,0,1.2870802,0,0,0,0,0,1.2870802,1.3606276,1.1277274,0,0.3187056,0,0,0,0,0,0,0,7.0850699,0,1.1890169,1.3851434,0.5883795,0,0,0,0,0,0,0,0,0,0
HMSP1886,Outdoor air,Singapore,0,0.231892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9139272,0,0,0,0,74.4509617,0,1.2685855,0,0,1.473196,2.4007639,0,0,0,0,1.8824171,0,0,0,0,0,1.3504297,0.7638794,0,0,0.600191,0,0,0,0.0954849,0,0,0,8.8255354,0,1.6368845,1.5823216,0,0.8866458,1.6368845,0,0,0,0,0,0,0,0
HMSP1887,Surfaces,Singapore,0.374933,0.2321014,1.0176754,0.2499554,0,0.1428316,0,0.6784503,0.4642028,0,0.1428316,0.1428316,0.0535619,0.0357079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6597036,0,0,0,0,0,0,0,0,0,0,0,36.600607,0,0,0,0,3.1958579,4.713444,0,0,0,0,3.6957686,0,0,0,0.3392251,0.5534726,3.535083,5.4633101,2.6245313,0,0,0,0,0,0.2499554,0,0,0,17.1576504,0,2.0710587,2.749509,0,0.374933,4.6420282,0.4284949,0.1071237,0.0357079,0.1071237,0.4284949,0.9284056,0.6427424,0.1606856
HMSP1890,Indoor air,Singapore,0,0.4603683,0.3402722,0,0,0,0,0.4603683,0.1401121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1200961,0,0,0,0.2602082,0,0,2.3819055,0,0,0,0,2.6821457,0,4.1633307,0,0,6.4051241,9.6277022,0,0,0,0,6.6253002,0,0,0,0,0,1.1609287,3.2626101,0.6204964,0,0.2001601,0,0,0,0,0,0,0,49.959968,0,3.082466,6.4451561,1.601281,0,0,0,0,0,0,0,0,0,0
HMSP1891,Outdoor air,Singapore,0,0.3530633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2429907,0,0,0,0,2.8660436,0,3.8421599,0,0,6.3966771,8.556594,0,0,0,0,6.8328141,0,0,0,0,0,0.9761163,1.2045691,0,0,0.4361371,0,0,0,0,0,0,0,49.1796469,0,2.6375909,6.6043614,0,0.1869159,7.6843198,0,0,0,0,0,0,0,0
HMSP1892,Surfaces,Singapore,0.2550298,0.4817229,0.4250496,0.2833664,0,0.9351091,0,0.9351091,0.6800793,0,0.1416832,0.3400397,0.311703,0.1983565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4250496,0,0,0,0,0,0,0,0,0,0,0,25.5879853,0,0,0,0,4.3921791,5.6956645,0,0,0,0,4.2788325,0,0,0,0.4250496,1.3884953,2.2385945,5.1289317,0.4817229,0,0,0,0,0,0.0566733,0,0,0,21.0824596,0,8.0476056,3.3437234,0,0.311703,3.6837631,1.7568716,0.7367526,0.6800793,0.708416,1.0767923,2.4652876,0.6800793,0.3400397
HMSP195,Indoor air,Singapore,0,0.2090488,1.2841571,0,0,0,0,0.6570106,0.2090488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298641,0,0,0,0.1642527,0,0,2.8072271,0,0,0,0,5.2411528,0,4.3750933,0,0,7.7497387,11.0347917,0,0,0,0,7.824399,0,0,0,0,0,0.2837091,1.5529341,0.1045244,0,0.1343885,0,0,0,0,0,0,0,45.8115574,0,3.2999851,6.9135434,0.3135732,0,0,0,0,0,0,0,0,0,0
HMSP196,Outdoor air,Singapore,0,0.1256983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3324022,0,0,0,0,4.6787709,0,3.7709497,0,0,7.3882682,11.4385475,0,0,0,0,8.6871508,0,0,0,0,0,0.0837989,0.2094972,0,0,0.1256983,0,0,0,0.0418994,0,0,0,44.4413408,0,3.4217877,7.9469274,0,0.1815642,5.1256983,0,0,0,0,0,0,0,0
HMSP198,Surfaces,Singapore,0.7636431,0.5215124,2.4399329,0.5773887,0,0.1862544,0,1.601788,0.5215124,0,0.3166325,0.1117527,0.1303781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1117527,0,0,0,0,0,0,0,0,0,0,0,19.5939654,0,0,0,0,5.1219966,6.1650214,0,0,0,0,4.5632334,0,0,0,0.1862544,0.7822686,1.2292792,8.6608307,0.2607562,0,0,0,0,0,0.0372509,0,0,0,23.915068,0,4.6191097,7.6550568,0,0.3166325,3.0173217,1.8439188,0.2048799,0.2235053,0.1862544,0.4842615,3.408456,0.167629,0.0745018
